name	Operation time	dish	url																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kafana	"Lunch: Saturday - Sunday: 12:00pm - 5:00pm; Dinner: Sunday - Thursday: 5:00pm - 11:00pm, Friday - Saturday: 5:00pm - 1:00am"	"{'Dessert Menu': {'Desserts': 'Zito Sa Slagom,Pita Sa Visnjama,Reforma,Palacinke,Kesten Pire Sa Slagom,Baklava Tulumba', 'Sweet Wine': 'Muscat , Kozlovic, Croatia 2006,Welschriesling Selection, Vlado, Slovenia 2006,Ice Wine, Sanctum, Slovenia 2008', 'Hot Drinks': 'Espresso,Macchiato,Capuccino,Latte,Turkish Coffee,Tea'}, 'Wine List': {'Orange': 'Belaquela, Klinec, Slovenia 2004,Malvasia Acacia, Kozlovic, Croatia 2007,Istria Ottocento Bianco, Clai Bijele Zemlje, Croatia 2010,Malvasia Sv. Jakov, Clai Bijele Zemlje, Croatia 2010,Malvasia, Cotar, Slovenia 2007,Vitovska, Cotar, Slovenia 2007,Malvasia, Klabjan, Slovenia 2006,Ines in Whites, Roxanich, Croatia 2008,Lunar, Ribolla, Movia, Slovenia 2008,Lunar, Chardonney, Movia, Slovenia 2008', 'White': ""Krstac, Plantaze, Montenegro 2007,Zilavka, Stroby, Macedonia 2011,Pinot Grigio, Giocato, Edi Simcic, Slovenia 2008,Welschriesling/Grasevina, 'Fresh', Enjingi, Croatia 2010,Toh-Kai, Quattro Mani, Movia, Slovenia 2008,Venje, Enjigi, Croatia 2003,Posip Cara Premium, Pz , Croatia 2010,Tamjanika Zupska, Vino Budimir, Serbia, 2009,Welschriesling, Margus Margi, Vino Budimir, Serbia, 2008,Pinot Grigio, Simcic, Slovenia 2009,Grasevina, Enjingi, Croatia 2006,Malvazija, Kozlovic, Croatia 2009,Posip , Marko Polo, Croatia 2009,Morava, Milan Jelic, Serbia, 2011,Pinot Grigio, Movia, Slovenia 2008,Ribolla, Movia, Slovenia 2010,Posip , Grgic, Croatia 2009,Harizma , Aleksandrovic, Serbia 2009,Trijumf , Aleksandrovic, Serbia 2010,Veliko Bianco, Movia, Slovenia 2006"", 'Rose': 'Rose, Weninger & Gere, Villany, Hungary 2011,Rose De Pacs, Pares Balta, Spain 2011,Rose, Plavac Mali , Bura, Croatia 2011,Varijanta Rose , Aleksandrovic, Serbia 2010', 'Sparkling': 'Prosecco, Pisani, Italy Nv,Kraska Penina Teran, Vina Kras, Slovenia 2011', 'Sweet Wine': 'Muscat , Kozlovic, Croatia 2006,Welschriesling Berry Selection, Vlado, Slovenia 2006,Ice Wine, Sanctum, Slovenia 2008', 'Beer': 'Stella (Belgium),Staro Pramen (Czech),Sarajevsko (B&h),Jelen (Serbia),Sarajevsko (B&h),Niksicko (Montenegro)', 'Red': 'Vranec, Stoby, Macedonia 2011,Cabernet Sauvignon, Plantaze, Montenegro 2007,Portuguiser, Mackov Podrum, Agrina Doo, Serbia 2011,Vranac, Jovic, Serbia 2008,Vranac Pro-Corde, Plantaze, Montenegro 2007,Plavac Mali, Lirica, Croatia 2007,Babic, Pilzota, Croatia 2008,Prokupac, Triada, Vino Budimir, Serbia 2007,Prokupac, Ivanovic, Serbia 2008,Blaufrankisch, Pullus Black, Slovenia 2006,Merlot, Mansus, Slovenia 2007,Gamay, Obecanje, Francuska Vinarija Rogljevo, Serbia 2008,Zweigelt, Enjingi, Croatia 2006,Refosk(teran), Klabjan, Slovenia 2008,Vranac Barrique, Plantaze, Montenegro 2005,Quela, Klinec, Slovenia 2005,Regent Reserve, Aleksandrovic, Serbia 2007,Sub Rosa, Vino Budimir, Serbia 2007,Dingac, Ivo Skaramuca, Croatia 2008,Pinot Noir, Simcic, Slovenia 2007,Pinot Noir, Movia, Slovenia 2003,Cabernet Sauvignon, Movia, Slovenia 2007,Plavac Barrique , Zlatan Plenkovic, Croatia 2008,Veliko Rosso, Movia, Slovenia 2004,Plavac Mali, Grgic, Croatia 2007,Dingac, Bura, Croatia 2007', 'House Wine': 'Red or White'}, 'Main Menu': {'From the Grill': 'Cevapi,Kobasice - Sausages,Dimljena Vesalica,Rolovane Suve Sljive I Dzigerica,Krmenadla,Mesano Meso,Pljeskavica,Riba Na Zaru,Pileci Raznjici,Sa Kajmako M', 'Salads': 'Sopska,Kupus,Pecena Paprika,Celer I Cvekla,Zelena', 'Main Dishes': 'Karadjordjeva,Jagnjeca Kapama,Prebranac,Prebranac Sa Kobasic Om Po Izboru,Corbast Pasulj Sa Dimljenim Rebarcima,Punjena Pljeskavica', 'Appetizers': 'Soup of the Day,Meat Meze,Cheese Meze,Gibanica - Cheese Pie,Zeljanica - Spinach Pie,Lepinja Sa Kajmakom,Girice Sa Urnebes Sosom,Dimljena Pastrmka'}}"	https://www.opentable.com/kafana?p=2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Jean-Georges	"Lunch: Monday - Sunday 11:45am - 2:30pm||Dinner: Monday - Thursday, 5:30pm - 11pm, Friday, Saturday 5:00pm-11:00pm Sunday 5:30pm - 10:30pm                                                                                                                                                                                                                                                                                                                                                                 "	{}	https://www.opentable.com/r/jean-georges-new-york?p=2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kesté Pizza & Vino			https://www.opentable.com/s/?covers=2&metroId=8&term=Kest%C3%A9%20Pizza%20&%20Vino																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kiin Thai			https://www.opentable.com/s/?covers=2&metroId=8&term=Kiin%20Thai																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kang Ho Dong Baekjeong		{}	https://www.opentable.com/r/kang-ho-dong-baekjeong-flushing?p=2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kiki's			https://www.opentable.com/s/?covers=2&metroId=8&term=Kiki's																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
King			https://www.opentable.com/s/?covers=2&metroId=8&term=King																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Ko			https://www.opentable.com/s/?covers=2&metroId=8&term=Ko																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kung Fu Little Steamed Buns Ramen			https://www.opentable.com/s/?covers=2&metroId=8&term=Kung%20Fu%20Little%20Steamed%20Buns%20Ramen																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Khe-Yo	Lunch:  Monday - Friday 11:30AM - 2:30PM||             Saturday - Sunday 12:00PM - 3:00PM                     ||Dinner: Monday - Wednesday: 5:30PM - 9:30PM||            Thursday - Saturday: 5:30PM - 10:30PM           ||            Sunday: 5:30PM - 9:30PM	"{""Mother's Day 2017 Special Menu"": {""Mother's Day Specials"": 'Crispy Pork Belly Springrolls,Bell & Evans Chicken Salad {Laap-Gai},Crispy Softshell Crab,Wild Young Bamboo Stir-Fry'}, 'Brunch & Lunch': {'Choices': 'Sticky Rice,Fresh Rice Noodles,Romaine Hearts', 'Banh Mi': 'Char-Siu Berkshire Pork,Coconut Crusted Soft Shell Shrimp,Crispy ""Hen of the Woods"" Mushroom', 'Lunch': '', 'Market Bowls': 'Chili Caramel Skuna Bay Salmon,Grilled Ginger Prawns,Bell & Evans Lemongrass Chicken,Creekstone Farms Skirt Steak', 'Brunch': 'Sweet Sausage Fried Rice,Nong-Khai Style Pho,Laos Style Omelette', 'Noddle Soup': 'Nong-Khai Style Pho', 'Appetizer': 'Bell & Evans Chicken Wings', 'Banh Mí': 'Char-Siu Berkshire Pork,Crispy ""Hen of the Woods"" Mushroom,Coconut Crusted Soft Shell Shrimp', 'Appetizers': 'Bell & Evans Chicken Wings'}, 'Passed Apps': {'Desserts': 'Desserts', 'Entrée & Sides': 'Wok-Seared Lobster and Fresh Rice Noodles with U-Choy,Whole Caramelized Red Snapper, Tamarind Peanut Sauce & Crispy Shallots,Lemongrass Berkshire Spare Ribs, Smashed Long Bean Salad,Crispy Pig Face, Curried Rice Vermicelli, Rice Paper, Fresh Herbs & Lettuce,Crispy Brussels Sprouts & Picked Local Chilis,Wok-Seared Gai-lan & Ginger', 'Beverage': 'Full Open Bar', ""Passed Hors D'oeurves for 1 Hour"": 'Yellow Fin Tuna Tartar & Caviar with Shrimp Chips,Spicy Maine Crab & Avocado Roll with Black Kale, Peanut Hoisin,Sesame Beef Jerky, Pickled Radish & Smoked Chili Sauce,Lollipop Chicken Wings, Thai Basil, Sweet Chili Sauce,Smashed Green Papaya Salad & Cabbage Rolls with Chicharron', 'Appetizers / Family Style': 'Crunchy Coconut Rice, Kaffir Lime Sausage, Honey Sambal,Creekstone Farms Beef Tartar & Bone Marrow, Crispy Chips,Bamboo Ginger Quail, Bang-Bang & Gai-lan,Grilled Laos Style Sausage, Star Fruit and Sweet Peanut Sauce'}, 'Catering Menu': {'Market Bowl Sides': 'Sticky Rice,Fresh Rice Noodles,Jasmine Rice,Brown Rice,Romaine Hearts', 'Additional Sides': 'Sautéed Baby Bok Choy & Ginger', 'Market Bowl Proteins': 'Creekstone Farms Skirt Steak,Bell & Evans Lemongrass Chicken,Char-Siu Tofu, Ginger & Thai Basil,Caramelized Eggplant & Shitake Mushrooms,Hampshire Black Pepper Pork Chop'}, 'Wine List': {'Khe-Yo Cocktails': 'Reposado Tequila & Cold Brew, Sherry & Chocolate Bitters,Thai Chili, Infused, Vodka, Cucumber,Bonded Rye & Apple Brandy, & Chartreuse,Mezcal, Strega, Sweet Vermouth, & Lemon,Bourbon, Spiced Pear, Maple Syrup, Sage,Rum, Apricot Liqueur, Lime & Sparkling,Lao Lao, Ginseng, Green Market Apple & Pear,Gin, Lemon, Egg White, Mountain Peach', 'Rose': 'Pichon, ""Marc Forgione,"" Ventoux-Rhone 2015 {MAG}', 'Red Wine': 'Amity Vineyards, Pinot Noir, Willamette Valley, Oregon 2014,Il Chiosso, ""Fara,"" Nebbiolo, Piedmont, Italy 2010,Domaine Cheveau ""Champs Grilles,"" Saint-Amour, Beaujolais 2013,Domaine Le Couroulu, Vacqueyras, Rhone 2013,Domaine Calandray, Reserve, Cotes du Roussillon, 2013,La Sorda, Rioja, Spain 2013,Tierra Divina, Malbec, Mendoza, Argentina 2014,Boxwood Estate, Cabernet Blend, Middleburg, Virginia 2014,Chateau Le Pavillon de Boyrein, Graves, Bordeaux 2012,Jacq Girardon, Santenay Clos Rousseau ""1er Cru,"" Burgundy 2013,Clendenen, Pinot Noir, Santa Maria Valley, California 2012,Finca La Emperatriz ""Terruño,"" Tempranillo, Rioja, Spain 2010,Secondo Marco, Amarone Della Valpolicella Classico, Italy 2010,Domaine Faury, Cote Rotie, Rhone 2013,Fonbadet Château Pauillac, Bordeaux 2012,Quintessa, Napa Valley, California 2013,Joseph Phelps, Insignia, Napa Valley, California 2013', 'Sparkling Wine': ""Domaine Rolet, Pere et Fils, Crémant du Jura, Jura 2010,Domaine Joseph Cattin, Crémant d'Alsace, Rosé, Alsace NV,Perrier Jouët Grand Brut, Champagne NV"", 'Sake': 'Ohmine, Junmai, Mine City, Yamaguchi Prefecture {100mL},Kikusui Funaguchi, Honjozo, Niigata Prefecture {200mL},Koshi, Junmai Ginjo, Niigata Prefecture {720mL},Tateyama, Junmai Ginjo, Toyama Prefecture {720mL},Born ""Gold"", Katoukichibee, Junmai Daiginjo, Fukui {720mL},Gassanryu, Junmai Daiginjo, Yamagata Prefecture {720mL},Dassai 23, Junmai Daiginjo, Yamaguchi Prefecture {720mL},Dassai, ""Nigori"" Junmai Daiginjo, Yamaguchi Pref.{720mL},Shichida, Junmai Daiginjo, Saga Prefecture {720mL},Harada, Junmai Daiginjo, Gifu Prefecture {720mL},Taiten Shiragiku, Junmai Daiginjo, Okayama Prefecture {720mL}', 'White Wine': 'Château L\'Oiseliniére, Muscadet, Loire 2015,Patricius, Furmint, Tokaji, Hungary 2014,Domaine \'Alzipratu ""Fiumeseccu"", Vermentino, Corse Calvi 2015,Campos de Celtas, Albariño, Rias Baixas, Spain 2014,Château Grand Renard, Blaye, Côtes de Bordeaux 2015,Domaine Mardon, ""Cuvée Trés Vieiles Vignes,"" Quincy, Loire 2014,Gundlach Bundschu, Gewürztraminer, Sonoma, California 2014,Dirler-Cadé, Riesling, Alsace 2012,Pacher Hof, Kerner, Alto Adige, Italy 2014,Le Paradou, Viognier, Languedoc 2015,Domaine Sainte Claire, ""Brocard,"" Chablis, Burgundy 2014,Heitz Cellar, Chardonnay, Napa Valley, California 2014,Domaine Paul Blanck, Pinot Gris, Alsace 2014,Domaine Mittnacht, ""Cuvée Gyotaku"", Field Blend, Alsace 2014,Andre & Michel Quenard, Chignin Blanc, Savoie 2014,Château Carbonnieux, ""Grand Cru"", Pessac-Leognan, Bordeaux 2013,Hugel, Riesling, Alsace 2007,Château Christian Moreau, ""Grand Cru"" Chablis, Burgundy 2013,Marc Colin, ""1er Cru"", Chassagne-Montrachet, Burgundy 2011', 'Beer': 'Sapporo, Lager, Japan {12 oz. Draft} – ABV 4.9%,Beer Lao, Lager, Vientiane, Laos - ABV 5%,Beer Lao Dark, Dark Lager, Vientiane, Laos – ABV 6.5%,Founders, Breakfast Stout, Grand Rapids, MI – ABV 8.3%,Ommegang ""Witte,"" Wheat Ale, Cooperstown, NY – ABV 5.2%,Victory ""Prima Pils,""German Pils, Downingtown, PA – ABV 5.3%,Sixpoint, Sweet Action Ale, Brooklyn, NY - ABV 5.2%,Bear Republic, Racer 5 I.P.A., Healdsburg, CA – ABV 7.5%,Bell\'s, Amber Ale, Comstock, MI – ABV 5.8%,Doc\'s Draft, Cider, Warwick Valley, NY – ABV 5 %'}, 'Dinner Menu': {'Large Plates': 'Whole Caramelized Red Snapper,Pork Curry Noodles,Chili Prawns,Wok Seared Lobster & Noodles,Berkshire Spare Ribs,Charred Curried King Salmon', 'Small Plates': 'Jurgielewicz Duck Salad,Lemongrass Chicken Sausage,Smashed Green Papaya Salad,Crunchy Coconut Rice,Bamboo Ginger Quail,Creekstone Farms Sesame Beef Jerky'}, 'Cocktail Party': {'Dessert': 'Assortment of Chocolate Truffles', ""Passed Hors D'oeuvres"": 'Lollipop Chicken Wings, Sweet Chili &Thai Basil Glaze,Yellow Fin Tuna Tartar & Curried Shrimp Chips,Lemongrass Pork Sausage Skewers & Sweet Peanut,Chili Prawns, Scallion-Ginger Toast,Crunchy Coconut Rice, Kaffir Lime Sausage,Lobster Spring Roll – Peanut Hoisin,Char-Siu Glazed King Salmon with Garlic Rice', 'Beverage': 'Beer,Sparkling,Sake,Red Wine,White Wine,Open Bar'}}"	https://www.opentable.com/r/khe-yo-new-york?p=2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kosaka	Tue–Sat 5:00 pm–10:15 pm	"{'Dinner Menu': {'Montagne de Reims': ""Savart, Brut L`Ouverture 1er Cru NV,Emmanuel Brochet, Extra Brut Le Mont Benoit 1er Cru NV,Ployez-Jacquemart, Brut Liesse d'Harbonville, 1999,Dom Perignon, Moët & Chandon, 2006,Krug, Brut Grande Cuvée NV,Louis Roederer, Brut Cristal, 2007"", 'Wine': '', 'Cold Sake 300ml Bottle': 'Hakkaisan, Junmai Ginjo, Niigata,Kunimare Tokubetsu Junmai, Hokkaido,Wataribune, Junmai Ginjo, Iwate,Chikurin Karoyaka, Junmai Ginjo, Okayama,Dassai 23, Junmai Daiginjo, Yamaguchi', '180ml Kataguchi ""Carafe""': 'Denshin Yuki, Junmai Ginjo, Fukui,Shimeharitsuru, Junmai Ginjo, Niigata,Ken, Daiginjo, Fukushima,Hakkaisan ""Eight Peaks"", Daiginjo, Niigata,Wing of Japan, Junmai Daiginjo, Fukui', 'Drinks': 'S. Pellegrino Sparkling,Acqua Panna', 'La Cote des Blancs': 'Agrapart & Fils, Brut 7 Crus NV,Robert Moncuit, Brut Le Mesnil-sur-Oger Blanc de Blancs Grand Cru 2008,Salon Brut, Le Mesnil Blanc de Blancs 1999', 'Tea': 'Hojicha,Yanagi Green,Genmaicha,Sencha,Decaf Sencha,Matcha', 'Cold Sake By The Glass 100ml': 'Kikusui Organic, Junmai Ginjo, Niigata,Denshin Yuki, Junmai Ginjo, Fukui,Shimeharitsuru, Junmai Ginjo, Niigata,Yuki No Bosha, Junmai Ginjo, Akita,Wakatake Onikoroshi, Daiginjo, Shizuoka,Yamato Shizuku, Junmai Daiginjo, Akita,Ken, Daiginjo, Fukushima,Dassai 23, Junmai Daiginjo, Yamaguchi,Hakkaisan ""Eight Peaks"", Daiginjo, Niigata,Wing of Japan, Junmai Daiginjo, Fukui,Nanbu Bijin ""Ancient Pillars"", Junmai Daiginjo Genshu, Iwate', 'Italy': 'Roagna, La Pira Barolo , 2008,Stella di Campalto, Brunello di Montalcino, 2008', 'La Cote des Bar': ""Val Frison, Extra Brut Goustan Blanc de Noirs NV,Marie Courtin, Extra Brut Eloquence Blanc de Blancs NV,Vouette & Sorbee, Extra Brut Blanc d'Argile Blanc de Blancs NV"", 'Cold Sake 720ml Bottle': 'Kikusui Organic, Junmai Ginjo, Niigata,Denshin Yuki, Junmai Ginjo, Fukui,Yuki No Bosha, Junmai Ginjo, Akita,Shimeharitsuru, Junmai Ginjo, Niigata,Dassai 39 ""Otter Fest"", Junmai Daiginjo, Yamaguchi,Wakatake Onikoroshi, Daiginjo, Shizuoka,Yamato Shizuku, Junmai Daiginjo, Akita,Born, Tokusen Junmai Daiginjo, Fukui,Urakasumi Zen, Junmai Ginjo, Miyagi,Sato no Homare ""Pride of the Village"", Junmai Ginjo, Ibaraki,Kubota Manju, Junmai Daiginjo, Niigata,Ken 2013, Daiginjo, Fukushima,Taiten Shiragiku, Daiginjo, Okayama,Dassai 23, Junmai Daiginjo, Yamaguchi,Hakkaisan ""Eight Peaks"", Daiginjo, Niigata,Ohmine, Junmai Daiginjo, Yamaguchi,Tatenokawa 18, Junmai Daiginjo, Yamagata,Wing of Japan, Junmai Daiginjo, Fukui,Houou Biden ""Phoenix"", Junmai Daiginjo, Shizuoka,Nanbu Bijin ""Ancient Pillars"", Junmai Daiginjo Genshu, Iwate,Kyokusen, Junmai Daiginjo, Iwate,Hakkaisan ""Kongoshin"", Junmai Daiginjo, Niigata 800ml,Dassai ""Beyond"", Junmai Daiginjo, Yamaguchi', 'Beer': 'Orion 5.0%, 334ml,Ginga Kogen 5.0%, 300ml,Oze No Yukidoke 5.5%, 330ml,Kagua Blanc 8.0%, 330ml,Kagua Rouge 8.0%, 330ml,Echigo Koshihikari 5.0%, 500ml', 'White': '', 'Rose': '', 'Omakase': 'Omakase Sushi,Omakase Sashimi & Sushi', 'Cold Sake 500ml Bottle': 'Mizbasho, Junmai Daiginjo, Gunma,Shichi Hon Yari Shizuku, Junmai Daiginjo, Shiga', 'Flavored Cold Sake By The Glass': 'Yamamoto Yuzu Omoi (Citrus),Kaori Umeshu (Plum)', 'Vallee de La Marne': 'Pol Roger, Brut Reserve NV,Tarlant, Zero Brut Nature NV,Christophe Mignon, Brut Nature Blanc de Noirs Pur Meunier NV', '1/2 Bottle': 'Domaine Faiveley, Bourgogne Rouge, 2011,Lopez De Heredia, Tondonia Reserva Rioja, 2003', 'Savory Sushi': 'Uni Sushi Cup,Foie Gras,King Crab,Seared Uni', 'German': 'Gunderloch, Riesling Kabinett Jean Baptiste Rheinhessen, 2014,J. J. Prum, Riesling Spatlese Wehlener Sonnenuhr Mosel -Saar-Ruwer, 2008', 'Red': '', 'Spain': 'Tentenublo, Vinedos En Vinaspre Rioja, 2014', 'Nigori (Unfiltered) Bottle': 'Dassai 50 (300 ml), Junmai Daiginjo, Yamagata,Sichi Hon Yari (720 ml), Junmai Ginjo, Shiga', 'United States': 'Eyrie Vineyards, Pinot Noir Daphne Vineyard Dundee Hills, 2013', 'France': 'Fanny Sabre, Savigny-Les-Beaune, 2014,Chandon de Briailles, Corton Les Maréchaudes, 2011,Chateau Haut-Bailly, Pessac-Leognan Grand Cru Classe, 2007,Olga Raffault, Les Picasses Chinon, 2009,Jean-Louis Chave, Selections Cotes Du Rhone `Mon Coeur`, 2013', 'Sake': 'Sake Tasting,Sparkling Sake 300ml Bottle,Warm Sake 250ml Carafe', 'Seasonal Namazake 720ml': 'Kubota Suiju, Daiginjo Nama, Niigata', 'Supplement': 'Uni Platter,Toro with Caviar,Spring Sashimi,Aburi Sushi,Truffle and Crab Chawanmushi,Maguro Nuta,Hotaru Ika,Ankimo', 'Champagne': ''}}"	https://www.opentable.com/r/kosaka-new-york-city?p=2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kings County Imperial		{}	https://www.opentable.com/r/kings-county-imperial-brooklyn?p=2																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kunjip			https://www.opentable.com/s/?covers=2&metroId=8&term=Kunjip																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kura			https://www.opentable.com/s/?covers=2&metroId=8&term=Kura																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kurumazushi			https://www.opentable.com/s/?covers=2&metroId=8&term=Kurumazushi																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
Kyo Ya			https://www.opentable.com/s/?covers=2&metroId=8&term=Kyo%20Ya																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																														
